0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0.2945624608438961,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,1.0,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,1.0,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,1.0,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,1.0,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,0.8426867957018132,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,0.30780311265228993,-0.20317156204177703,-0.20317156204177703,-0.20317156204177703,0.1742204861893127,-0.20317156204177703,-0.20317156204177703,0.011518211746330269,-0.20317156204177703,-0.20317156204177703,-0.03755646258683011,-0.20317156204177703,-0.20317156204177703,-0.07242435198022053,-0.20317156204177703,-0.015294295539005971,-0.20317156204177703,-0.20317156204177703,-0.020006713714479592,-0.20317156204177703,0.05269629222975859,-0.20317156204177703,-0.10810558006426033,0.07207052511026842,-0.20317156204177703,0.0024132940787608284,-0.20317156204177703,-0.02186200786139747,-0.20317156204177703,0.2359878091924913,-0.001999560971492009,0.04654173811916495,-0.20317156204177703,0.06226974970616188,-0.05373555419428352,0.008593122297651938,-0.20317156204177703,0.0293787661442226,0.001999560971492009,0.10241793689199946,0.288559019072466,0.3768393288206097,0.07337847618398098,-0.09486161728380223,0.11832446416894245,0.1704185108080189,0.5183415023673078,1.0,0.05634051203533554,0.06786056557641537,0.25733963990825987,0.49139436307964224,0.02843759838098363,0.24271834468771405,0.892691331520617,0.5029152470252912,0.273552799395474,1.0,0.4870745985108355,1.0,1.0,1.0,0.8177026050611094,0.7898703822572608,0.4273787090592316,0.672961555600712,0.859014167755925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-0.15324651343647458,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.12338532912118498,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.09803133031386378,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.08017774818802857,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.06762740785432847,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.06681458578294015,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.06186340410337582,-0.1670901433567445,-0.1670901433567445,-0.1670901433567445,-0.04241010027996991,-0.1670901433567445,-0.1670901433567445,-0.01438886338768565,-0.1670901433567445,-0.1670901433567445,0.01438886338768565,-0.1670901433567445,-0.1670901433567445,0.03953760847734748,-0.1670901433567445,0.0628332173436441,-0.1670901433567445,-0.1670901433567445,0.08535649691497199,-0.1670901433567445,0.11844317558510696,-0.1670901433567445,0.16617352440911737,0.23492848098572847,-0.1670901433567445,0.3154464124048019,-0.1670901433567445,0.40040040726672804,-0.1670901433567445,0.48389807583702643,0.5595585876123869,0.6184122303649365,-0.1670901433567445,0.6596148351953103,0.6821316033654049,0.6881504513659426,-0.1670901433567445,0.6805234586134428,0.6670376612486132,0.6513929916696153,0.6388027690033612,0.6289361969319327,0.6176303481589479,0.6210527749177055,0.6266434982871534,0.6340680378670968,0.642500730845886,1.0,0.6973659689903726,0.7208023869083394,0.7453419732773593,1.0,0.8007943513251595,0.8094949541941665,1.0,1.0,0.7562524257780848,1.0,0.6594533353094579,1.0,1.0,1.0,0.993246782674348,0.9152440084961363,0.9031545639905225,0.9143407229276793,0.9532905114458279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-0.13325234948888012,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,-0.08281087336416464,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,-0.029406688297872487,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,0.023376750756573212,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,0.07472505674727772,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,0.26084444009741314,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,0.4112295067462283,-0.14241255939653572,-0.14241255939653572,-0.14241255939653572,0.43585577446333407,-0.14241255939653572,-0.14241255939653572,0.5267277997667144,-0.14241255939653572,-0.14241255939653572,0.7269278881919159,-0.14241255939653572,-0.14241255939653572,0.8666617099535417,-0.14241255939653572,0.8545626841534384,-0.14241255939653572,-0.14241255939653572,0.7109119798863531,-0.14241255939653572,0.5518060977722639,-0.14241255939653572,0.5974869464456869,0.849962378821739,-0.14241255939653572,1.0,-0.14241255939653572,1.0,-0.14241255939653572,1.0,1.0,1.0,-0.14241255939653572,1.0,1.0,1.0,-0.14241255939653572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7481290854301853,0.4546652387308967,0.25951018803455855,0.3308758416066774,-0.001255237300125916,-0.018895982689182397,-0.028427611708835537,0.10387439835265194,-0.020745888385886153,-0.02182822602118007,0.11025307084153603,0.12249518743851835,-0.007014892225098244,0.13599405029810926,0.001255237300125916,0.1458141312141647,0.1575908289101299,0.18214420002148213,0.25086432685115057,0.2812719922708198,0.2981572550161685,0.33699664612511465,0.4418201818793634,0.5037371650737739,0.8749218528906989,0.6130591100386198,1.0,0.804946735682038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-0.05489058167985385,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.053553333118610075,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.050101002069827316,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.043842289654283904,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.03598285043185032,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.024644376114332792,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.011573833342169234,-0.05526958844627105,-0.05526958844627105,-0.05526958844627105,-0.0022993112002788487,-0.05526958844627105,-0.05526958844627105,0.00025645225806782666,-0.05526958844627105,-0.05526958844627105,-0.00025645225806782666,-0.05526958844627105,-0.05526958844627105,0.0006781761662067584,-0.05526958844627105,0.0068335550114278715,-0.05526958844627105,-0.05526958844627105,0.014748800848000768,-0.05526958844627105,0.02307383156987056,-0.05526958844627105,0.028471088862812424,0.0315897778879802,-0.05526958844627105,0.03376208501354606,-0.05526958844627105,0.03838871229244223,-0.05526958844627105,0.047329754364906114,0.06022855691674492,0.07678959394257233,-0.05526958844627105,0.09569375057671686,0.11688179237466,0.1430653235125209,-0.05526958844627105,0.1705006605555505,0.20126638354163345,0.234720088585758,0.27010085172835396,0.30693533486124674,0.3436130879279345,0.38326973596294345,0.42693446624295034,0.4730892697629121,0.5196388160231002,1.0,0.6793736770702135,0.7345097480841867,0.7887588763851617,1.0,0.9392255750914055,0.9811984191505304,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9612449209406992,1.0,0.7875313452134672,1.0,0.715125791169804,1.0,1.0,0.7621820996835724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-0.31504147258811904,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,0.11121772476710375,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,0.4414209711941351,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,0.6963972550833938,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,1.0,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,1.0,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,1.0,-0.46559702446611934,-0.46559702446611934,-0.46559702446611934,1.0,-0.46559702446611934,-0.46559702446611934,1.0,-0.46559702446611934,-0.46559702446611934,1.0,-0.46559702446611934,-0.46559702446611934,0.6804934680105463,-0.46559702446611934,0.5559989003489486,-0.46559702446611934,-0.46559702446611934,0.5382567787290417,-0.46559702446611934,0.5672704831342575,-0.46559702446611934,0.6207918588178208,0.6747983793625454,-0.46559702446611934,0.6930730995987326,-0.46559702446611934,0.6601567026674513,-0.46559702446611934,0.6092413755591468,0.533118374468827,0.4404896015264318,-0.46559702446611934,0.3466026261625871,0.26286245995640795,0.18172427486076312,-0.46559702446611934,0.1104826302109108,0.047183268715142924,0.006325784942931476,-0.010683235976039603,-0.006325784942931476,-0.02011532777823991,-0.02719263664468295,0.02145236723655569,0.08095355409883605,0.046807347244966574,0.5664363737259963,0.02840326567969768,0.03064188660817546,0.011819374578648538,0.4338298059508285,-0.0803896120779138,-0.08988136002940697,0.1987569827801887,0.10364484317650492,-0.18754593344048578,0.0900002536183887,-0.11412492524039713,0.13481300787979572,0.1210202150604182,0.33723629170676644,0.3152820312248899,0.0817220856076908,0.028830329537219018,0.08396842275601361,0.18215534636735123,0.39936047491399107,1.0,0.30301790729258943,0.7147691159477078,0.36218065716352715,0.9381462234427452,0.9111211902709753,0.3274587844198236,0.7677341262603259,0.7845177617810327,0.7852622673340393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-0.13064666575072464,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,0.7350906135035757,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,1.0,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,1.0,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,1.0,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,1.0,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,1.0,-0.21942362545608504,-0.21942362545608504,-0.21942362545608504,0.48098031031741934,-0.21942362545608504,-0.21942362545608504,-0.024980456120435427,-0.21942362545608504,-0.21942362545608504,-0.08294933198318673,-0.21942362545608504,-0.21942362545608504,-0.1547571972547909,-0.21942362545608504,0.039775790477327294,-0.21942362545608504,-0.21942362545608504,-0.10490157829094565,-0.21942362545608504,-0.056024975843030504,-0.21942362545608504,-0.12288835641413771,0.048950378507033196,-0.21942362545608504,0.015958200197955633,-0.21942362545608504,-0.062246772405897974,-0.21942362545608504,0.0567594919165446,0.07313317062678074,0.10235225528025223,-0.21942362545608504,0.1395926154243836,-0.015958200197955633,0.13268788127255057,-0.21942362545608504,0.0683136599401006,0.07608803164192489,0.08735483954524947,0.18592835998177196,0.2251686514970111,0.16244056223886139,0.06624779676554969,0.2206933534253094,0.5225588442680922,0.42773529195384985,0.6800414563905448,0.12260026193805589,0.18641111216591316,0.27047119742863296,0.7553011546610834,0.19203697228020294,0.2485386852653635,1.0,0.5652339450784606,0.23363996695665712,0.7535812665555519,0.29552570999860206,1.0,1.0,1.0,1.0,0.8564020341924095,0.6499654719231057,0.909358063500952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-0.5324527089990089,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.39619886369687324,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.25770774663118806,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.08094308747647733,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.560830268405025,0.019863128832148344,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.560830268405025,0.027689387510749883,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.045509173384207055,-0.560830268405025,-0.560830268405025,-0.560830268405025,-0.1166979312710479,-0.560830268405025,-0.560830268405025,-0.07794289329941603,-0.560830268405025,-0.560830268405025,0.013508169495994555,-0.560830268405025,-0.560830268405025,0.06971253394742044,-0.560830268405025,0.09220022977602031,-0.560830268405025,-0.560830268405025,0.10687690683105336,-0.560830268405025,0.14426550087067583,-0.560830268405025,0.22346785477939077,0.3542522613045061,-0.560830268405025,0.5058447315714159,-0.560830268405025,0.6427021591895427,-0.560830268405025,0.750607171901336,0.8072128808731177,0.8065650227824928,-0.560830268405025,0.7615600430117947,0.6896765724326797,0.5924424925882029,-0.560830268405025,0.4862805034830935,0.38649455017854756,0.29871885799123116,0.22923794222817484,0.1768486610248822,0.13732664240704814,0.13162221625123283,0.13583896827302055,0.14464909252293273,0.1615978124413336,0.9406197670140747,0.2103061701987933,0.2189429810605979,0.21972297237040683,0.9682402304330385,0.16993379730535174,0.14242317469129237,0.7489171231773126,0.6179402317878093,-0.013508169495994555,0.4707738190469407,-0.06626365426840608,0.40013884526246524,0.40797835779464753,0.40700426035395754,0.40110633604219603,0.3928337832297187,0.39005225737090826,0.3996764195269835,0.41652632325263267,0.428635035777653,0.9878068093577759,0.5357171341492337,1.0,0.6147534703690597,1.0,1.0,0.8407485350919941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-0.10542457803549042,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,0.6918067383271407,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,1.0,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,1.0,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,1.0,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,1.0,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,1.0,-0.2755564269634648,-0.2755564269634648,-0.2755564269634648,1.0,-0.2755564269634648,-0.2755564269634648,1.0,-0.2755564269634648,-0.2755564269634648,1.0,-0.2755564269634648,-0.2755564269634648,1.0,-0.2755564269634648,0.9057570452078375,-0.2755564269634648,-0.2755564269634648,0.5711043682667651,-0.2755564269634648,0.27967095831406735,-0.2755564269634648,0.09190405994308141,0.021015092985029092,-0.2755564269634648,-0.0003690158622989153,-0.2755564269634648,-0.03144480790435027,-0.2755564269634648,0.03616173021097485,-0.0026041352804554944,-0.0006916767050206105,-0.2755564269634648,0.0003690158622989153,-0.03775810736582158,-0.0026681351139363017,-0.2755564269634648,-0.02243481265559025,-0.004805938897444962,0.043777800114583626,0.1131712644216821,0.14491781359701583,0.09480391034197533,0.055905260149304435,0.13846420795854678,0.21524142875501154,0.19682876638197608,0.6583670047722044,0.13282017030714566,0.14552838397100842,0.18074602691874866,0.5977898165917296,0.14368530839261817,0.16761762743226657,0.6704148238926452,0.5746621608790132,0.18508608291621043,0.7423229433391829,0.2243779133942889,0.8002581047490059,0.9986491549165913,0.7184837829356526,0.6609635737172064,0.48657667791638193,0.3739649933471575,0.4299338645459076,0.6148141610816594,0.755986130219265,1.0,1.0,1.0,0.8107574269638536,1.0,1.0,0.8736449792265213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-0.15222377374672133,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,0.22431065258137167,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,0.9649348034451601,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,1.0,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,1.0,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,1.0,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,1.0,-0.24890298648749776,-0.24890298648749776,-0.24890298648749776,0.8973906512533522,-0.24890298648749776,-0.24890298648749776,1.0,-0.24890298648749776,-0.24890298648749776,1.0,-0.24890298648749776,-0.24890298648749776,1.0,-0.24890298648749776,1.0,-0.24890298648749776,-0.24890298648749776,1.0,-0.24890298648749776,1.0,-0.24890298648749776,1.0,1.0,-0.24890298648749776,0.9644397355005301,-0.24890298648749776,0.42331755804194604,-0.24890298648749776,0.29185037161657995,0.2633269601888563,0.3995160366307875,-0.24890298648749776,0.4806438625091175,0.5773161665126386,0.7139715917542709,-0.24890298648749776,0.7651188469051291,0.8126609820106842,0.8368717030505948,0.8397593263375231,0.8259874362414503,0.7450166983035033,0.5884427149672571,0.5600906546794112,0.4283766570790018,0.49394073023822865,0.48659433923487666,-0.004309931711559364,-0.04232029826277603,-0.0744900050870472,0.04865460443305059,-0.122506487948777,-0.10795614519108278,0.12010284971497935,-0.024273652589033325,-0.06104498801047979,0.2856317852895046,-0.11692181892222542,0.004309931711559364,0.8521334710695815,0.22512090832294795,0.23602584713406305,0.24860928986276346,0.1470902567072334,0.127852176104062,0.5720694774903341,0.23142370053217637,0.7464230690482934,0.7824297451893866,1.0,0.34165512720822394,0.8099058956501434,0.6496690648598277,0.23564392105569648,0.9294013667710916,0.5861928157131501,0.48035320163292433,0.930874042118939,0.9567276090776977,0.6576910303797957,1.0,1.0,1.0,1.0,1.0
0.22871796158786925,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,0.23308224836564803,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,1.0,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,1.0,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,1.0,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,1.0,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,1.0,-0.1759037801908116,-0.1759037801908116,-0.1759037801908116,0.16466431942414037,-0.1759037801908116,-0.1759037801908116,-0.03176475921964132,-0.1759037801908116,-0.1759037801908116,-0.06066610710590835,-0.1759037801908116,-0.1759037801908116,-0.10018587622741607,-0.1759037801908116,0.27152115041983527,-0.1759037801908116,-0.1759037801908116,-0.06588331069407483,-0.1759037801908116,-0.07318946479362824,-0.1759037801908116,-0.09270798880987333,0.04046063574235819,-0.1759037801908116,0.010111624263883944,-0.1759037801908116,-0.06430423965520353,-0.1759037801908116,-0.04037588807351025,0.14661215106192446,0.18644375247532585,-0.1759037801908116,0.03399415355095266,0.02877683032233025,0.15264445100105423,-0.1759037801908116,0.015768281322061383,0.13343154501066784,-0.0005455112153637713,0.018375655042052776,0.06879340995596077,0.004587782187146331,0.0005455112153637713,0.029577717609732327,0.7710871933731236,0.05643373448731292,0.3731893437456375,0.05275204577438214,0.059290945630000036,0.0630253042942394,1.0,0.20542064303451435,0.15985519535583337,1.0,0.5264557351003788,0.20774397623675928,0.5065083211626147,0.1802453634326575,0.6262055570542673,0.8558097518006663,1.0,0.8135250424786957,1.0,0.8591857521109996,1.0,0.8994097179184891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
